discount,explorationProb,step_size,num_sample_starts,step_multiplier,runtime,maze
0.89,0.18,0.38,16,14,0.048043251037597656,maze960_dim72.txt
0.94,0.45,0.38,20,20,0.046234130859375,maze960_dim72.txt
0.88,0.33,0.36,17,13,0.04538416862487793,maze960_dim72.txt
0.83,0.28,0.34,10,18,0.045148372650146484,maze960_dim72.txt
0.92,0.13,0.82,18,13,0.04538893699645996,maze960_dim72.txt
0.8,0.22,0.8,15,19,0.045976877212524414,maze960_dim72.txt
0.86,0.31,0.65,18,10,0.0465693473815918,maze960_dim72.txt
0.8,0.14,0.15,19,11,0.04425311088562012,maze960_dim72.txt
0.89,0.64,0.74,3,14,0.04683732986450195,maze960_dim72.txt
0.91,0.55,0.53,18,6,0.04520726203918457,maze960_dim72.txt
0.88,0.29,0.72,4,18,0.04527568817138672,maze960_dim72.txt
0.85,0.67,0.73,3,10,0.04612302780151367,maze960_dim72.txt
0.96,0.61,0.44,3,17,0.046173810958862305,maze960_dim72.txt
0.99,0.49,0.57,19,13,0.05155181884765625,maze960_dim72.txt
0.86,0.35,0.42,15,18,0.04535031318664551,maze960_dim72.txt
0.83,0.64,0.2,6,17,0.04563736915588379,maze960_dim72.txt
0.89,0.16,0.3,11,6,0.047415971755981445,maze960_dim72.txt
0.95,0.18,0.41,7,8,0.045867204666137695,maze960_dim72.txt
0.83,0.41,0.49,11,19,0.04559731483459473,maze960_dim72.txt
0.96,0.11,0.65,8,20,0.0491633415222168,maze960_dim72.txt
0.81,0.37,0.72,17,20,0.04564356803894043,maze960_dim72.txt
0.87,0.31,0.5,4,18,0.04446768760681152,maze960_dim72.txt
0.89,0.21,0.64,10,18,0.045409440994262695,maze960_dim72.txt
0.87,0.24,0.1,5,13,0.01442408561706543,maze1455_dim39.txt
0.99,0.45,0.87,10,9,0.014345645904541016,maze1455_dim39.txt
0.86,0.33,0.45,16,10,0.01388239860534668,maze1455_dim39.txt
0.81,0.66,0.48,20,13,0.014404773712158203,maze1455_dim39.txt
0.8,0.58,0.65,4,15,0.01472783088684082,maze1455_dim39.txt
0.89,0.23,0.25,11,5,0.014532089233398438,maze1455_dim39.txt
0.9,0.48,0.3,4,19,0.015416860580444336,maze1455_dim39.txt
0.81,0.61,0.7,7,9,0.014237403869628906,maze1455_dim39.txt
0.99,0.37,0.13,9,18,0.013936281204223633,maze1455_dim39.txt
0.86,0.5,0.65,9,16,0.01463007926940918,maze1455_dim39.txt
0.99,0.56,0.84,17,9,0.015264511108398438,maze1455_dim39.txt
0.86,0.46,0.84,15,7,0.014010190963745117,maze1455_dim39.txt
0.83,0.17,0.2,9,6,0.014648675918579102,maze1455_dim39.txt
0.97,0.26,0.28,14,5,0.014162063598632812,maze1455_dim39.txt
0.81,0.34,0.65,10,7,0.013602495193481445,maze1455_dim39.txt
0.89,0.42,0.8,9,20,0.014313697814941406,maze1455_dim39.txt
0.93,0.61,0.6,14,19,0.014641284942626953,maze1455_dim39.txt
0.84,0.31,0.89,11,9,0.013702630996704102,maze1455_dim39.txt
0.91,0.29,0.39,3,9,0.014734029769897461,maze1455_dim39.txt
0.98,0.11,0.65,6,5,0.013509750366210938,maze1455_dim39.txt
0.82,0.43,0.58,12,16,0.014331817626953125,maze1455_dim39.txt
0.93,0.39,0.14,10,18,0.015405416488647461,maze1455_dim39.txt
0.99,0.52,0.83,11,18,0.014776468276977539,maze1455_dim39.txt
0.86,0.2,0.57,20,9,0.014970541000366211,maze1455_dim39.txt
0.91,0.5,0.19,19,5,0.013810396194458008,maze1455_dim39.txt
0.92,0.52,0.74,18,7,0.014188289642333984,maze1455_dim39.txt
0.83,0.22,0.29,17,10,0.015064477920532227,maze1455_dim39.txt
0.84,0.59,0.37,8,7,0.01400136947631836,maze1455_dim39.txt
0.88,0.26,0.29,4,16,0.013912439346313477,maze1455_dim39.txt
0.98,0.29,0.27,11,15,0.014238119125366211,maze1455_dim39.txt
0.9,0.45,0.49,17,7,0.006170988082885742,maze1106_dim28.txt
0.85,0.47,0.25,13,20,0.00640416145324707,maze1106_dim28.txt
0.94,0.23,0.86,3,10,0.006186246871948242,maze1106_dim28.txt
1.0,0.54,0.75,19,18,0.006400585174560547,maze1106_dim28.txt
0.93,0.66,0.1,8,14,0.006636619567871094,maze1106_dim28.txt
0.9,0.66,0.12,3,19,0.00626063346862793,maze1106_dim28.txt
0.82,0.65,0.45,13,13,0.00635981559753418,maze1106_dim28.txt
0.95,0.47,0.36,12,15,0.006850719451904297,maze1106_dim28.txt
1.0,0.12,0.76,9,18,0.006683826446533203,maze1106_dim28.txt
0.81,0.62,0.77,16,14,0.006226539611816406,maze1106_dim28.txt
0.85,0.3,0.83,10,19,0.0064198970794677734,maze1106_dim28.txt
0.88,0.17,0.55,16,17,0.006286144256591797,maze1106_dim28.txt
0.95,0.35,0.76,8,7,0.006186962127685547,maze1106_dim28.txt
0.92,0.48,0.88,11,17,0.0063953399658203125,maze1106_dim28.txt
0.97,0.64,0.62,11,8,0.006320953369140625,maze1106_dim28.txt
0.83,0.12,0.22,15,19,0.006102561950683594,maze1106_dim28.txt
0.84,0.19,0.37,15,10,0.006056785583496094,maze1106_dim28.txt
0.89,0.26,0.52,12,20,0.007760763168334961,maze1106_dim28.txt
0.95,0.18,0.74,9,17,0.006038188934326172,maze1106_dim28.txt
0.97,0.42,0.38,20,16,0.0070950984954833984,maze1106_dim28.txt
0.9,0.57,0.62,3,6,0.006212949752807617,maze1106_dim28.txt
0.9,0.58,0.7,16,9,0.006364583969116211,maze1106_dim28.txt
0.96,0.14,0.66,8,14,0.0060901641845703125,maze1106_dim28.txt
0.94,0.6,0.66,5,12,0.0063169002532958984,maze1106_dim28.txt
0.93,0.5,0.41,12,15,0.006396055221557617,maze1106_dim28.txt
0.88,0.34,0.44,20,8,0.00616765022277832,maze1106_dim28.txt
0.88,0.53,0.47,10,12,0.006381988525390625,maze1106_dim28.txt
0.9,0.51,0.25,12,13,0.006231069564819336,maze1106_dim28.txt
0.82,0.19,0.33,9,17,0.006145954132080078,maze1106_dim28.txt
0.85,0.46,0.13,6,19,0.009482860565185547,maze1106_dim28.txt
0.81,0.14,0.64,15,14,0.0334012508392334,maze1191_dim62.txt
0.82,0.46,0.41,15,15,0.03775334358215332,maze1191_dim62.txt
0.84,0.48,0.31,3,17,0.03377985954284668,maze1191_dim62.txt
0.95,0.32,0.82,12,18,0.033991098403930664,maze1191_dim62.txt
0.9,0.18,0.84,18,11,0.034271955490112305,maze1191_dim62.txt
0.81,0.26,0.43,11,19,0.03289985656738281,maze1191_dim62.txt
0.91,0.47,0.12,4,5,0.03298497200012207,maze1191_dim62.txt
0.83,0.39,0.56,11,20,0.03465151786804199,maze1191_dim62.txt
0.97,0.5,0.67,16,9,0.03415060043334961,maze1191_dim62.txt
0.87,0.29,0.89,19,13,0.03334617614746094,maze1191_dim62.txt
0.85,0.23,0.86,15,5,0.0334782600402832,maze1191_dim62.txt
0.84,0.22,0.56,7,11,0.033651113510131836,maze1191_dim62.txt
0.97,0.39,0.22,5,10,0.03302407264709473,maze1191_dim62.txt
0.91,0.5,0.2,11,11,0.03414106369018555,maze1191_dim62.txt
0.99,0.43,0.1,20,10,0.033585309982299805,maze1191_dim62.txt
0.84,0.59,0.39,18,20,0.037363290786743164,maze1191_dim62.txt
0.85,0.32,0.37,8,12,0.03261590003967285,maze1191_dim62.txt
0.96,0.18,0.32,11,9,0.03302359580993652,maze1191_dim62.txt
0.9,0.35,0.73,11,6,0.032399654388427734,maze1191_dim62.txt
0.86,0.49,0.62,4,16,0.0330352783203125,maze1191_dim62.txt
0.9,0.11,0.64,14,17,0.032424211502075195,maze1191_dim62.txt
0.99,0.4,0.75,8,12,0.04441690444946289,maze1191_dim62.txt
0.85,0.47,0.3,20,19,0.05126619338989258,maze1191_dim62.txt
0.84,0.46,0.66,15,13,0.03313398361206055,maze1191_dim62.txt
0.89,0.36,0.38,7,17,0.034044504165649414,maze1191_dim62.txt
0.85,0.2,0.32,14,7,0.033234357833862305,maze1191_dim62.txt
0.85,0.17,0.77,14,5,0.034737348556518555,maze1191_dim62.txt
0.86,0.15,0.71,18,13,0.038898468017578125,maze1191_dim62.txt
0.81,0.55,0.63,7,17,0.033255577087402344,maze1191_dim62.txt
0.9,0.58,0.12,15,11,0.03532600402832031,maze1191_dim62.txt
0.85,0.18,0.35,15,20,0.02055668830871582,maze872_dim49.txt
0.85,0.18,0.86,14,20,0.021724939346313477,maze872_dim49.txt
0.94,0.33,0.61,12,15,0.02214646339416504,maze872_dim49.txt
0.92,0.39,0.82,10,8,0.020754575729370117,maze872_dim49.txt
0.95,0.22,0.11,4,17,0.023055553436279297,maze872_dim49.txt
0.98,0.32,0.19,13,13,0.02146601676940918,maze872_dim49.txt
0.81,0.45,0.63,17,20,0.023628950119018555,maze872_dim49.txt
0.99,0.52,0.82,16,7,0.020900249481201172,maze872_dim49.txt
0.92,0.6,0.12,5,13,0.02100372314453125,maze872_dim49.txt
0.84,0.21,0.87,3,10,0.020846843719482422,maze872_dim49.txt
0.96,0.42,0.84,20,12,0.02033543586730957,maze872_dim49.txt
0.92,0.1,0.45,12,7,0.021518468856811523,maze872_dim49.txt
0.99,0.16,0.28,18,8,0.020399093627929688,maze872_dim49.txt
0.91,0.7,0.77,17,18,0.0220339298248291,maze872_dim49.txt
0.88,0.39,0.53,11,15,0.020168304443359375,maze872_dim49.txt
0.83,0.58,0.79,17,8,0.0208587646484375,maze872_dim49.txt
0.84,0.19,0.56,19,14,0.020577669143676758,maze872_dim49.txt
0.89,0.29,0.59,7,11,0.021511554718017578,maze872_dim49.txt
0.94,0.51,0.11,15,7,0.020919084548950195,maze872_dim49.txt
0.95,0.54,0.12,3,9,0.02333998680114746,maze872_dim49.txt
0.81,0.31,0.44,7,19,0.02287602424621582,maze872_dim49.txt
0.94,0.34,0.36,11,12,0.020884990692138672,maze872_dim49.txt
0.87,0.62,0.61,10,18,0.021106481552124023,maze872_dim49.txt
0.94,0.11,0.75,19,9,0.020380496978759766,maze872_dim49.txt
0.86,0.22,0.32,16,14,0.022034406661987305,maze872_dim49.txt
1.0,0.47,0.74,17,17,0.022112607955932617,maze872_dim49.txt
0.88,0.39,0.46,17,5,0.020386219024658203,maze872_dim49.txt
0.94,0.55,0.34,7,11,0.021414756774902344,maze872_dim49.txt
0.96,0.27,0.86,3,13,0.02121138572692871,maze872_dim49.txt
0.97,0.14,0.76,11,18,0.021317243576049805,maze872_dim49.txt
